DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,INDICATOR: Indicator,SEX: Sex,AGE: Age,URBANIZATION: Urbanization,POVERTY: Poverty,FOOD_SECURITY: Food security,FOOD: Food category,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment,CONF_STATUS: Confidentiality status
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,_T: National,NOP: No poverty,_T: Total,7: Fruits and fruit products,2.3,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AQAA: Average quantity as acquired,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,12: Eggs,2,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-1: Choiseul,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,8: Stimulants,1.7,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AQAA: Average quantity as acquired,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,15: Vegetable oils and fats,3.3,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,NOP: No poverty,_T: Total,18: Miscellaneous and prepared foods,13.4,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,4: Pulses,0,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-1: Choiseul,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,10: Alcoholic beverages,0.6,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-8: Makira-Ulawa,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,9: Spices and additive,3.7,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEQ: Average edible quantity,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,15: Vegetable oils and fats,2.9,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEQ: Average edible quantity,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,18: Miscellaneous and prepared foods,12.3,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,2: Roots and tubers,631.2,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,15: Vegetable oils and fats,0.8,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,11: Meat and meat products,41,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-9: Temotu,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,9: Spices and additive,0.3,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGDEC: Average Dietary Energy Consumption,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,14: Milk and cheese,0.5,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,NOP: No poverty,_T: Total,7: Fruits and fruit products,76.7,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEXP: Average expenditures,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,8: Stimulants,0.3,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEXP: Average expenditures,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,9: Spices and additive,0.1,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEXP: Average expenditures,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: Total,11: Meat and meat products,0.7,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEXP: Average expenditures,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,6: Vegetables and vegetable products,0.9,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGEXP: Average expenditures,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,19: Meals consumed away from home,0.1,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,8: Stimulants,65.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-1: Choiseul,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,11: Meat and meat products,29.9,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-4: Central,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,21: Tree nuts,20.6,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-6: Guadalcanal,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,12: Eggs,7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: Total,8: Stimulants,64.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,12: Eggs,6.1,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,12: Eggs,0.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-3: Isabel,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,9: Spices and additive,3.2,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-4: Central,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,20: Tobacco/kava,39.1,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-7: Malaita,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,21: Tree nuts,1.6,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-8: Makira-Ulawa,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,12: Eggs,0.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,NOP: No poverty,_T: Total,8: Stimulants,32.5,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,12: Eggs,16.2,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,6: Vegetables and vegetable products,59,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-1: Choiseul,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,2: Roots and tubers,54.3,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-1: Choiseul,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,12: Eggs,8.8,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-2: Western,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,18: Miscellaneous and prepared foods,43.3,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-7: Malaita,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,3: Sugars and syrups,53.3,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-7: Malaita,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,16: Oils and fats,0.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-8: Makira-Ulawa,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,6: Vegetables and vegetable products,51.5,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,20: Tobacco/kava,36.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,7: Fruits and fruit products,38.5,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,19: Meals consumed away from home,1.1,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-6: Guadalcanal,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,5: Oils crops,1.4,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-8: Makira-Ulawa,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,1: Cereals and cereal products,4.2,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-8: Makira-Ulawa,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,16: Oils and fats,1,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB-9: Temotu,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,19: Meals consumed away from home,1,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2012,SB: Solomon Islands,AVGNPRDCONS: Average number of products consumed by household by food group,M: Male,_T: All ages,_T: National,_T: Total,_T: Total,21: Tree nuts,1.3,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-2: Sanma,AQAA: Average quantity as acquired,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,3: Sugars and syrups,21,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-3: Penama,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,12: Eggs,1.1,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,8: Stimulants,0.2,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEQ: Average edible quantity,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,2: Roots and tubers,325.8,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-1: Torba,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,2: Roots and tubers,498.7,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-6: Tafea,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,18: Miscellaneous and prepared foods,100.8,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,7: Fruits and fruit products,229.2,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,10: Alcoholic beverages,0.4,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,19: Meals consumed away from home,109,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-5: Shefa,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,1: Cereals and cereal products,1314.2,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-6: Tafea,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,8: Stimulants,0.6,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGDEC: Average Dietary Energy Consumption,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,1: Cereals and cereal products,959.5,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGDEC: Average Dietary Energy Consumption,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,21: Tree nuts,36.2,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,NOP: No poverty,_T: Total,17: Non alcoholoc beverages,5.3,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-1: Torba,AVGEXP: Average expenditures,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,17: Non alcoholoc beverages,0.9,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-2: Sanma,AVGEXP: Average expenditures,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,1: Cereals and cereal products,61.6,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGEXP: Average expenditures,_T: Total,_T: All ages,_T: National,_T: Total,FOODINS: Moderately or severely food insecure,10: Alcoholic beverages,13,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-2: Sanma,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,21: Tree nuts,34.5,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSAL1: Percentage of HH who consumed at least one product of the group,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,3: Sugars and syrups,82.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSAL1: Percentage of HH who consumed at least one product of the group,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,16: Oils and fats,37.4,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,20: Tobacco/kava,42.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,11: Meat and meat products,28.7,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,_T: Total,FOODSEC: Food secure or mildly food insecur,9: Spices and additive,89.2,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,20: Tobacco/kava,33.3,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-2: Sanma,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,R: Rural,_T: Total,_T: Total,20: Tobacco/kava,29.6,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,FOODINS: Moderately or severely food insecure,4: Pulses,0,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSGTAVG: Percentage of households who consumed more than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,_T: Total,FOODINS: Moderately or severely food insecure,14: Milk and cheese,1.8,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,14: Milk and cheese,36.8,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,2: Roots and tubers,26.9,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,CONSLTAVG: Percentage of households who consumed less than the average number of products consumed in the group,_T: Total,_T: All ages,_T: National,POV: Poverty,_T: Total,12: Eggs,3.6,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,9: Spices and additive,1.8,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU-5: Shefa,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,9: Spices and additive,1.2,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGNPRDCONS: Average number of products consumed by household by food group,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,4: Pulses,1,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: Total,14: Milk and cheese,1.2,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,13: Fish and fish products,2,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,VU: Vanuatu,AVGNPRDCONS: Average number of products consumed by household by food group,_T: Total,_T: All ages,_T: National,NOP: No poverty,_T: Total,20: Tobacco/kava,2,PERCENT: percent,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,19: Meals consumed away from home,0,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,20: Tobacco/kava,134.4,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-E: Line & Phoenix,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,2: Roots and tubers,4.3,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-E: Line & Phoenix,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,13: Fish and fish products,265.9,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEQ: Average edible quantity,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,10: Alcoholic beverages,18.3,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEQ: Average edible quantity,_T: Total,_T: All ages,_T: National,_T: Total,FOODSEC: Food secure or mildly food insecur,3: Sugars and syrups,97.7,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGDEC: Average Dietary Energy Consumption,_T: Total,Y15T24: 15-24,_T: National,_T: Total,_T: Total,16: Oils and fats,2.8,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGDEC: Average Dietary Energy Consumption,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,17: Non alcoholoc beverages,89.5,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGDEC: Average Dietary Energy Consumption,_T: Total,_T: All ages,_T: National,_T: Total,FOODSEC: Food secure or mildly food insecur,7: Fruits and fruit products,223.9,KCAL_POP_DAY: kcal/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEXP: Average expenditures,_T: Total,_T: All ages,U: Urban,_T: Total,_T: Total,17: Non alcoholoc beverages,0.1,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-C: Central Kiribati,AVGEXP: Average expenditures,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,8: Stimulants,0,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-E: Line & Phoenix,AVGEXP: Average expenditures,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,12: Eggs,0,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AVGEXP: Average expenditures,_T: Total,Y60T999: 60+,_T: National,_T: Total,_T: Total,20: Tobacco/kava,0.4,USD_POP_DAY: $/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,Y25T59: 25-59,_T: National,_T: Total,_T: Total,19: Meals consumed away from home,77.2,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,NOP: No poverty,_T: Total,3: Sugars and syrups,90.8,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,CONSAL1: Percentage of HH who consumed at least one product of the group,_T: Total,_T: All ages,_T: National,_T: Total,FOODINS: Moderately or severely food insecure,8: Stimulants,72.2,N: units,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI-A: Northern Kiribati,AQAA: Average quantity as acquired,_T: Total,_T: All ages,_T: National,_T: Total,_T: Total,11: Meat and meat products,19.4,G_POP_DAY: g/capita/day,,,,,
SPC:DF_FOOD_SECURITY_HIES_3(1.0),A: Annual,2019,KI: Kiribati,AQAA: Average quantity as acquired,F: Female,_T: All ages,_T: National,_T: Total,_T: Total,15: Vegetable oils and fats,9.5,G_POP_DAY: g/capita/day,,,,,
