DATAFLOW,Frequency,Time,Pacific Island Countries and territories,Indicator,Sex,Age,Urbanization,Poverty,Food security,Food category,OBS_VALUE,Unit of measure
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average expenditures,Total,All ages,Urban,Total,Total,Sugars and syrups,2.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average expenditures,Total,All ages,National,Total,Moderately or severely food insecure,Fruits and fruit products,43.8,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Tree nuts,19.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Percentage of HH who consumed at least one product of the group,Total,All ages,Urban,Total,Total,Cereals and cereal products,95.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Tafea,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Eggs,77.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Male,All ages,National,Total,Total,Alcoholic beverages,9.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,15-24,National,Total,Total,Meals consumed away from home,31.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,25-59,National,Total,Total,Pulses,0.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Poverty,Total,Vegetable oils and fats,29.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Food secure or mildly food insecur,Meat and meat products,67.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,Urban,Total,Total,Sugars and syrups,5.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Tafea,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Sugars and syrups,6.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Total,25-59,National,Total,Total,Milk and cheese,4.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Total,60+,National,Total,Total,Alcoholic beverages,2.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,No poverty,Total,Vegetables and vegetable products,46.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Torba,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Milk and cheese,4.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Meat and meat products,32.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Penama,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Sugars and syrups,93.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Malampa,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Non alcoholoc beverages,17.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Male,All ages,National,Total,Total,Milk and cheese,11.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Female,All ages,National,Total,Total,Alcoholic beverages,8.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,25-59,National,Total,Total,Roots and tubers,59.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Food secure or mildly food insecur,Stimulants,29.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Moderately or severely food insecure,Stimulants,21.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Torba,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Spices and additive,1.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Average number of products consumed by household by food group,Total,All ages,Rural,Total,Total,Fruits and fruit products,6.5,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average number of products consumed by household by food group,Total,All ages,Rural,Total,Total,Pulses,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Male,All ages,National,Total,Total,Stimulants,1.2,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average number of products consumed by household by food group,Male,All ages,National,Total,Total,Spices and additive,1.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Total,All ages,Urban,Total,Total,Eggs,1.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Average edible quantity,Total,All ages,National,Total,Total,Oils and fats,1.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Northern Kiribati,Average edible quantity,Total,All ages,National,Total,Total,Fish and fish products,207.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Female,All ages,National,Total,Total,Roots and tubers,6.3,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Female,All ages,National,Total,Total,Non alcoholoc beverages,107.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Total,All ages,National,Total,Food secure or mildly food insecur,Oils crops,1.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average edible quantity,Total,All ages,National,Total,Moderately or severely food insecure,Meals consumed away from home,0.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Vegetables and vegetable products,18.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Non alcoholoc beverages,107.7,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Oils crops,1.3,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Male,All ages,National,Total,Total,Vegetables and vegetable products,19.5,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,60+,National,Total,Total,Sugars and syrups,358.8,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average Dietary Energy Consumption,Total,All ages,National,Total,Moderately or severely food insecure,Oils and fats,3.4,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Northern Kiribati,Average expenditures,Total,All ages,National,Total,Total,Eggs,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average expenditures,Male,All ages,National,Total,Total,Cereals and cereal products,0.6,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Sugars and syrups,90.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Oils crops,18.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Alcoholic beverages,29.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Meals consumed away from home,70.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Line & Phoenix,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Tobacco/kava,80.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,15-24,National,Total,Total,Cereals and cereal products,91.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of HH who consumed at least one product of the group,Total,All ages,National,No poverty,Total,Cereals and cereal products,97.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,Urban,Total,Total,Oils crops,1.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,Rural,Total,Total,Alcoholic beverages,19.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Northern Kiribati,Average quantity as acquired,Total,All ages,National,Total,Total,Oils and fats,0.3,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Average quantity as acquired,Total,All ages,National,Total,Total,Oils and fats,0.9,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,National,Total,Food secure or mildly food insecur,Milk and cheese,6.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,National,Total,Moderately or severely food insecure,Fruits and fruit products,174.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average quantity as acquired,Total,All ages,National,Total,Moderately or severely food insecure,Tobacco/kava,141.3,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Milk and cheese,1.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,25-59,National,Total,Total,Miscellaneous and prepared foods,22.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,60+,National,Total,Total,Milk and cheese,4.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Moderately or severely food insecure,Spices and additive,29.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,Urban,Total,Total,Pulses,0.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Pulses,0.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Northern Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Oils crops,22.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Southern Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Meat and meat products,41.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,25-59,National,Total,Total,Stimulants,55.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,60+,National,Total,Total,Spices and additive,60.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,No poverty,Total,Alcoholic beverages,15.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Milk and cheese,1.2,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Total,All ages,Rural,Total,Total,Pulses,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,South Tarawa,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Stimulants,1.2,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Fruits and fruit products,2.1,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Central Kiribati,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Tobacco/kava,3.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Kiribati,Average number of products consumed by household by food group,Female,All ages,National,Total,Total,Spices and additive,1.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,All ages,Rural,Total,Total,Eggs,1.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Male,All ages,National,Total,Total,Vegetable oils and fats,2.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,15-24,National,Total,Total,Fish and fish products,266.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,25-59,National,Total,Total,Oils and fats,0.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average quantity as acquired,Total,All ages,National,No poverty,Total,Fish and fish products,244.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,National,Total,Total,Fruits and fruit products,81.6,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Average edible quantity,Total,All ages,National,Total,Total,Fish and fish products,99.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Average edible quantity,Total,All ages,National,Total,Total,Meat and meat products,4.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Average edible quantity,Total,All ages,National,Total,Total,Oils crops,45.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Male,All ages,National,Total,Total,Spices and additive,3.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,15-24,National,Total,Total,Fruits and fruit products,80.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,National,No poverty,Total,Fruits and fruit products,83.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average edible quantity,Total,All ages,National,No poverty,Total,Tobacco/kava,13.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Pulses,0.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Tree nuts,22.0,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Rennell-Bell,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Non alcoholoc beverages,2.5,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Stimulants,6.4,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Total,25-59,National,Total,Total,Vegetable oils and fats,25.9,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average Dietary Energy Consumption,Total,All ages,National,Poverty,Total,Meals consumed away from home,12.3,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,All ages,National,Total,Total,Stimulants,0.2,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,All ages,Urban,Total,Total,Meat and meat products,1.3,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Average expenditures,Total,All ages,National,Total,Total,Tobacco/kava,1.4,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Average expenditures,Total,All ages,National,Total,Total,Vegetables and vegetable products,1.4,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Guadalcanal,Average expenditures,Total,All ages,National,Total,Total,Roots and tubers,2.6,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Temotu,Average expenditures,Total,All ages,National,Total,Total,Spices and additive,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Female,All ages,National,Total,Total,Milk and cheese,0.0,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average expenditures,Total,60+,National,Total,Total,Roots and tubers,3.9,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,Urban,Total,Total,Stimulants,89.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,Rural,Total,Total,Vegetable oils and fats,21.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Spices and additive,54.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Rennell-Bell,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Meals consumed away from home,28.4,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Vegetable oils and fats,15.9,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Makira-Ulawa,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Total,Total,Miscellaneous and prepared foods,50.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Female,All ages,National,Total,Total,Meat and meat products,39.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of HH who consumed at least one product of the group,Total,All ages,National,Poverty,Total,Vegetables and vegetable products,97.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,Urban,Total,Total,Roots and tubers,50.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Western,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Meat and meat products,10.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Malaita,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Cereals and cereal products,31.0,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Temotu,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Fish and fish products,47.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Honiara,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Total,Total,Meat and meat products,30.3,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Male,All ages,National,Total,Total,Eggs,0.7,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,No poverty,Total,Miscellaneous and prepared foods,16.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed more than the average number of products consumed in the group,Total,All ages,National,Poverty,Total,Tobacco/kava,34.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Non alcoholoc beverages,21.6,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,Rural,Total,Total,Cereals and cereal products,60.1,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Isabel,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Meat and meat products,23.5,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Percentage of households who consumed less than the average number of products consumed in the group,Total,All ages,National,Total,Total,Fruits and fruit products,46.2,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Percentage of households who consumed less than the average number of products consumed in the group,Male,All ages,National,Total,Total,Vegetables and vegetable products,56.8,units
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Total,All ages,Urban,Total,Total,Oils and fats,1.0,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Total,All ages,Rural,Total,Total,Tree nuts,1.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Choiseul,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Roots and tubers,4.4,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Choiseul,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Non alcoholoc beverages,1.3,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Central,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Meat and meat products,1.5,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Rennell-Bell,Average number of products consumed by household by food group,Total,All ages,National,Total,Total,Tobacco/kava,2.7,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Male,All ages,National,Total,Total,Cereals and cereal products,4.7,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2012,Solomon Islands,Average number of products consumed by household by food group,Total,All ages,National,Poverty,Total,Fruits and fruit products,2.5,percent
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Average quantity as acquired,Total,All ages,Urban,Total,Total,Sugars and syrups,14.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average quantity as acquired,Male,All ages,National,Total,Total,Alcoholic beverages,15.5,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average quantity as acquired,Female,All ages,National,Total,Total,Sugars and syrups,17.1,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average quantity as acquired,Total,60+,National,Total,Total,Fruits and fruit products,619.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average quantity as acquired,Total,All ages,National,Total,Food secure or mildly food insecur,Meat and meat products,83.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average quantity as acquired,Total,All ages,National,Total,Moderately or severely food insecure,Pulses,0.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Total,All ages,National,Total,Total,Non alcoholoc beverages,12.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Total,All ages,Rural,Total,Total,Cereals and cereal products,235.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Penama,Average edible quantity,Total,All ages,National,Total,Total,Meat and meat products,37.2,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average edible quantity,Total,All ages,Rural,Total,Total,Eggs,6.7,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Tafea,Average edible quantity,Total,All ages,National,Total,Total,Stimulants,0.4,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Female,All ages,National,Total,Total,Eggs,11.0,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average edible quantity,Total,15-24,National,Total,Total,Non alcoholoc beverages,11.8,g/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Torba,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Roots and tubers,526.4,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Torba,Average Dietary Energy Consumption,Total,All ages,National,Total,Total,Non alcoholoc beverages,1.2,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average Dietary Energy Consumption,Female,All ages,National,Total,Total,Meals consumed away from home,127.6,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average Dietary Energy Consumption,Total,25-59,National,Total,Total,Alcoholic beverages,6.2,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average Dietary Energy Consumption,Total,All ages,National,Poverty,Total,Fruits and fruit products,319.3,kcal/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Sanma,Average expenditures,Total,All ages,Rural,Total,Total,Vegetables and vegetable products,53.4,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Shefa,Average expenditures,Total,All ages,Rural,Total,Total,Oils and fats,4.4,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average expenditures,Female,All ages,National,Total,Total,Oils and fats,2.4,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average expenditures,Total,15-24,National,Total,Total,Meals consumed away from home,20.4,$/capita/day
SPC:DF_FOOD_SECURITY_HIES_3(1.0),Annual,2019,Vanuatu,Average expenditures,Total,All ages,National,Poverty,Total,Meat and meat products,7.8,$/capita/day
